text,time,rating,category
喆啡酒店(北京天安门王府井地铁站店),19,4.6,酒店住宿
无印良品酒店(北京坊),21,4.6,酒店住宿
秋果升旗·酒店(北京天安门广场前门地铁站店),21,4.8,酒店住宿
北京帅府天苑酒店(王府井协和医院店),25,4.4,酒店住宿
东方圣达酒店(北京天安门广场王府井地铁站店),23,4.9,酒店住宿
金果精选酒店(北京故宫王府井店),15,4.7,酒店住宿
99优选酒店(天安门广场店),24,3.0,酒店住宿
北京王府井文华东方酒店大堂,20,,酒店住宿
温馨家园,24,,酒店住宿
博仁宾馆(前门东大街),26,3.7,酒店住宿
漫心酒店(北京王府井店)-大堂,18,,酒店住宿
南京大饭店大堂,15,,酒店住宿
宝立新兴酒店(北京天安门广场前门大栅栏店),23,4.2,酒店住宿
北京饭店E座,20,,酒店住宿
ZMAX满兮酒店(北京天安门广场前门地铁站店),24,4.8,酒店住宿
凯利招待所民宿(王府井店),24,,酒店住宿
如家商旅酒店北京前门北京坊店大堂,22,,酒店住宿
秋旗酒店(北京天安门广场前门店),23,4.4,酒店住宿
北京京韵十七筑四合院酒店,30,4.6,酒店住宿
北京东方君悦大酒店,26,4.8,酒店住宿
麗枫酒店(北京天安门广场王府井大街店),18,4.7,酒店住宿
庆安仁宾馆(北京前门大栅栏店),22,4.6,酒店住宿
北京福禄久四合院,26,4.2,酒店住宿
华雅快捷酒店(王府井店),15,3.7,酒店住宿
前门共享际四合院(天安门广场前门店),26,4.6,酒店住宿
北方佳苑饭店,24,4.5,酒店住宿
7天优品酒店(北京天安门广场西单地铁站店),28,3.8,酒店住宿
北京天安门王府井步行街亚朵酒店大堂,20,,酒店住宿
漫曲酒店(北京王府井店),18,4.3,酒店住宿
锦城凯艺花园酒店,18,,酒店住宿
桔子水晶北京王府井大街酒店大堂,16,,酒店住宿
北京天安门花间堂·御道,24,4.7,酒店住宿
速8精选酒店(北京天安门店),28,4.5,酒店住宿
麗枫酒店(北京天安门广场前门大街店),21,4.5,酒店住宿
北京天安门广场便宜坊酒店(前门地铁站店),24,4.6,酒店住宿
橙芷秋果酒店(北京天安门广场店)-大堂,27,,酒店住宿
汉庭酒店(北京天安门广场前门店),22,4.3,酒店住宿
漫心酒店(北京天安门广场店),25,4.9,酒店住宿
青年公寓,22,,酒店住宿
北京前门扇酒店,33,4.8,酒店住宿
汉庭酒店(北京前门店),26,4.4,酒店住宿
北京王府井希尔顿酒店,24,4.4,酒店住宿
宜必思酒店(北京天安门广场店),24,4.7,酒店住宿
京文宾馆(前门店),33,4.0,酒店住宿
北京饭店A座大厅,27,,酒店住宿
你好酒店(北京天安门广场大栅栏酒店),25,4.5,酒店住宿
7天连锁酒店(北京天安门广场店),25,4.5,酒店住宿
府右街宾馆,21,4.7,酒店住宿
建国·璞隐酒店(北京天安门王府井店),25,4.7,酒店住宿
北京前门长得福精品酒店,23,4.1,酒店住宿
北京吉尔达宾馆(天安门广场大栅栏店),25,4.5,酒店住宿
首都宾馆A座,24,4.8,酒店住宿
如家精选酒店(北京天安门广场前门大栅栏步行街店),24,4.5,酒店住宿
7天优品酒店北京天安门店大堂,28,4.0,酒店住宿
北京东华门宾馆,21,3.3,酒店住宿
全季酒店(北京前门地铁站店),23,4.7,酒店住宿
北京盛堂居,23,,酒店住宿
桔子酒店(北京天安门大栅栏店),23,4.5,酒店住宿
潮漫酒店(北京天安门广场店),24,4.5,酒店住宿
天伦王朝酒店,20,4.6,酒店住宿
前门宾馆(北京前门大栅栏店),32,3.8,酒店住宿
鲁泰宾馆,24,,酒店住宿
京韵十七筑特色民宿(排子胡同1号分店),30,4.2,酒店住宿
皓阳心晴酒店(北京前门大栅栏步行街店),23,4.5,酒店住宿
北京隐世·叠院儿胡同酒店,24,3.8,酒店住宿
北京华尔道夫酒店,23,4.8,酒店住宿
7天优品酒店(大栅栏西街商业店),23,4.4,酒店住宿
飘home酒店(王府井店),16,,酒店住宿
途179连锁酒店(北京天安门店),37,3.5,酒店住宿
玉阁宾馆,29,4.1,酒店住宿
北京天安门前门大街漫心酒店,26,4.8,酒店住宿
京安宾馆14号楼,25,,酒店住宿
北京678商务酒店(天安门广场店),22,3.7,酒店住宿
北京前门大栅栏亚朵酒店,24,4.7,酒店住宿
北京东方君悦大酒店大堂,27,,酒店住宿
时光漫步酒店(北京天安门广场店),22,4.9,酒店住宿
北京婧小院酒店(王府井天安门广场店),25,4.8,酒店住宿
琳宜精选酒店(北京天安门广场前门店),26,4.7,酒店住宿
北京天安门前门大街左庭上院酒店,24,4.9,酒店住宿
秋果溪院(北京天安门广场前门店),25,4.8,酒店住宿
北京前门四合院漫心府,24,4.7,酒店住宿
东都宾馆(东交民巷),23,,酒店住宿
天宝珠宾馆(前门店),24,2.8,酒店住宿
BeijingNanshuCaotangHotel(Qianmen),26,,酒店住宿
懿庭臻舍酒店(北京天安门广场店),24,4.5,酒店住宿
燕都金街宾馆,22,,酒店住宿
北京天马客房,23,3.3,酒店住宿
白玉兰酒店(北京天安门广场前门店),23,4.2,酒店住宿
希岸酒店(北京天安门广场前门步行街店),24,4.6,酒店住宿
COFFIZZ高富诗酒店(北京天安门王府井教堂店),33,4.7,酒店住宿
北京前门美居酒店,24,4.8,酒店住宿
前进旅馆(弓子胡同),23,,酒店住宿
国际艺苑大酒店,20,4.4,酒店住宿
天伦松鹤大饭店,22,4.4,酒店住宿
京漫智旅酒店(天安门广场前门地铁站店),23,4.6,酒店住宿
北京王府井希尔顿酒店大堂,20,,酒店住宿
京漫智旅酒店(北京前门大栅栏店),24,4.7,酒店住宿
维斯特酒店(天安门大栅栏西街店),24,4.4,酒店住宿
北京金茂万丽酒店,22,4.7,酒店住宿
华驿酒店(北京前门大栅栏店),25,3.3,酒店住宿
秋果溪院(北京天安门广场大栅栏店),28,4.8,酒店住宿
喆啡酒店(北京天安门广场前门大街地铁站店),27,4.5,酒店住宿
北京王府半岛酒店,26,4.7,酒店住宿
汉庭酒店(北京天安门广场店),32,4.7,酒店住宿
金悦公寓,34,,酒店住宿
东方人家宾馆,23,2.8,酒店住宿
锦江之星(北京王府井步行街酒店),22,4.5,酒店住宿
青年公寓,24,,酒店住宿
秋果·乾程酒店(北京前门店),27,4.4,酒店住宿
花里别院,23,,酒店住宿
北京东方之家酒店(王府井协和医院店),25,3.9,酒店住宿
正阳西舍酒店(北京天安门广场大栅栏西街店),23,4.2,酒店住宿
北京前门青云阁酒店,23,3.8,酒店住宿
首都宾馆B座,24,,酒店住宿
皓阳文化酒店(大栅栏西街店),33,4.6,酒店住宿
北京前门客栈(前门大栅栏店),22,4.2,酒店住宿
鸿益宾馆(粮食店街店),28,3.9,酒店住宿
合德缘四合院酒店(北京天安门广场珠市口地铁站店),27,4.6,酒店住宿
格林豪泰酒店(北京前门大栅栏店),25,3.4,酒店住宿
北京新世界酒店(祈年大街店),24,4.7,酒店住宿
隐沫酒店(北京天安门广场前门店),33,4.4,酒店住宿
桔子酒店(北京王府井店),32,4.5,酒店住宿
和平宾馆,21,4.4,酒店住宿
希岸·轻雅酒店(北京天安门广场前门地铁站店),26,4.6,酒店住宿
红墙·秋果酒店(北京天安门广场前门步行街店),28,4.6,酒店住宿
全季酒店(北京西单店),23,4.6,酒店住宿
